,Ticker1,Ticker2,P_Value,Correlation_Significant,Params,Best_Lag
0,JKHY,PCG,0.7261921180564845,False,"{'const': {'JKHY': 1.2874332683605488e-06, 'PCG': -3.943183872584059e-07}, 'L1.JKHY': {'JKHY': -0.14105496409451335, 'PCG': 0.004039383736967748}, 'L1.PCG': {'JKHY': 0.025854111460967652, 'PCG': -0.04292629987315955}, 'L2.JKHY': {'JKHY': -0.015047524349645958, 'PCG': 0.0026491915231035322}, 'L2.PCG': {'JKHY': 0.0021319111384940775, 'PCG': -0.0004824938133273451}, 'L3.JKHY': {'JKHY': -0.021786883737678685, 'PCG': -0.0015159387465094208}, 'L3.PCG': {'JKHY': 0.009339733138959907, 'PCG': -0.007944806756108553}, 'L4.JKHY': {'JKHY': 0.001740406774125132, 'PCG': -0.0052112432481765895}, 'L4.PCG': {'JKHY': -0.003044339713877053, 'PCG': -0.0022114905474920586}, 'L5.JKHY': {'JKHY': -0.006547386162542593, 'PCG': -0.005278644334032669}, 'L5.PCG': {'JKHY': -0.0036928494111254564, 'PCG': 0.00897650739210213}, 'L6.JKHY': {'JKHY': -0.019663546355338277, 'PCG': -0.0032320687401155585}, 'L6.PCG': {'JKHY': 0.0011303874743633178, 'PCG': -0.012691378485854693}, 'L7.JKHY': {'JKHY': 0.01839242756040714, 'PCG': -0.004281168435130513}, 'L7.PCG': {'JKHY': -0.003479364419976552, 'PCG': -0.005808224302015888}, 'L8.JKHY': {'JKHY': 0.012358666103801097, 'PCG': 0.0014098173652093463}, 'L8.PCG': {'JKHY': 0.001651744089741983, 'PCG': 0.006267544177481209}, 'L9.JKHY': {'JKHY': -0.00865442344446964, 'PCG': -0.00475856713836535}, 'L9.PCG': {'JKHY': 0.011110629853736467, 'PCG': -0.0015988985494559255}, 'L10.JKHY': {'JKHY': -0.002582497088387259, 'PCG': 0.007752159733839047}, 'L10.PCG': {'JKHY': -0.002524791576330225, 'PCG': -0.004468396486309096}, 'L11.JKHY': {'JKHY': -0.007841790615323037, 'PCG': -0.002370620169277924}, 'L11.PCG': {'JKHY': -0.00017705616959289017, 'PCG': 0.00820484678747671}, 'L12.JKHY': {'JKHY': -0.020870769672036056, 'PCG': 0.0022030802572744015}, 'L12.PCG': {'JKHY': 0.009609386807464133, 'PCG': 0.0007685355833804896}, 'L13.JKHY': {'JKHY': -0.00046051976006306755, 'PCG': -0.0005716720677344729}, 'L13.PCG': {'JKHY': -0.004624695831432303, 'PCG': 0.008407269862392583}, 'L14.JKHY': {'JKHY': 0.001499688375216461, 'PCG': -0.007316511941842237}, 'L14.PCG': {'JKHY': -0.007706580549108562, 'PCG': 0.0019917974910353313}}",14
