ts_event,JKHY_actual,PCG_actual,JKHY_predicted,PCG_predicted,vol_JKHY,vol_change_JKHY,vol_std_JKHY,vol_PCG,vol_change_PCG,vol_std_PCG,JKHY_trade,PCG_trade
2024-04-08 13:40:00+00:00,-0.0020564653682380476,0.0011911853701530102,0.00019441621360388004,-2.088042929985469e-05,0.00015503684471167682,6.702784698119069e-06,3.464008598430218e-05,3.9719716288569694e-05,-1.8705805941670028e-07,6.010298967692647e-06,C,nan
2024-04-08 13:42:00+00:00,-0.0014714973666706348,-0.00029766334495706073,0.00027665483499640317,-2.870193640828876e-05,0.00017023267679071945,1.5195832079042623e-05,3.7191150260548155e-05,3.9784966331687124e-05,6.52500431174303e-08,6.021391796357978e-06,C,nan
2024-04-08 13:43:00+00:00,5.890148727952922e-05,0.0002976633449571494,0.00012080614210446616,-3.886129986594697e-05,0.00017255445485191698,2.321778061197536e-06,3.900082963188723e-05,3.968606046593336e-05,-9.890586575376489e-08,5.939577256587574e-06,nan,nan
2024-04-08 13:44:00+00:00,0.0003533360851789276,-0.001191185370153118,-0.00010076316478927504,3.2283181342574836e-05,0.0001730755160888515,5.210612369345132e-07,3.994128463396516e-05,3.901914961137519e-05,-6.669108545581703e-07,5.966919452836735e-06,nan,nan
2024-04-08 13:46:00+00:00,0.0036438476991508847,0.0005957700503891664,-0.00046543642689179476,6.0068064522526016e-05,0.00019854099486169027,2.5465478772838772e-05,4.2571447342216394e-05,4.170161162979163e-05,2.682462018416444e-06,6.083367063019588e-06,P,C
2024-04-08 13:48:00+00:00,-0.0005868200391388025,-0.002385212818373929,1.2982855002704689e-05,8.840864322111409e-05,0.00019890145621547065,3.6046135378037746e-07,4.410775844111227e-05,4.6339152633327396e-05,4.6375410035357626e-06,6.467240481903566e-06,nan,C
2024-04-08 13:49:00+00:00,-0.0020565862053752585,-0.00029855202490752325,0.00011710327241532861,-4.1509386932528114e-07,0.0002017915187290643,2.890062513593661e-06,4.495834001724669e-05,4.5293200564515145e-05,-1.0459520688122504e-06,6.685163463604358e-06,nan,nan
2024-04-08 13:51:00+00:00,0.0016456071888757918,-0.0002986411848387992,-0.00024972309893670565,1.2374426525035699e-05,0.00020729362919297894,5.502110463914629e-06,4.5451090406503175e-05,4.5246504537252364e-05,-4.669602726278181e-08,6.668966647417276e-06,P,nan
2024-04-08 13:53:00+00:00,-0.0009987956530804597,-0.0014945451892672784,0.0001322960291043046,7.146045418297695e-05,0.00020423306229376908,-3.0605668992098544e-06,4.6006880355814296e-05,4.598753562835945e-05,7.41031091107084e-07,6.6965109520982364e-06,nan,C
2024-04-08 13:54:00+00:00,0.0009987956530804725,-0.0008978004493525144,-0.00023662045740792715,9.800379606927865e-06,0.0002098773107120541,5.644248418285009e-06,4.6205487852358536e-05,4.5736297666029985e-05,-2.5123796232946245e-07,6.575158852436311e-06,P,nan
2024-04-08 13:57:00+00:00,-0.0012045539466003993,0.0,0.00025401235002256163,2.8146501168072555e-05,0.00021885187549178112,8.974564779727027e-06,4.61992505451811e-05,4.552230265600411e-05,-2.1399501002587632e-07,6.310728043335216e-06,C,nan
2024-04-08 13:58:00+00:00,0.0,0.0002993563860103861,0.00012340041113384362,9.884192164168115e-06,0.00022088160076139967,2.0297252696185495e-06,4.400870430095719e-05,4.469402862356765e-05,-8.282740324364583e-07,5.8948128661809785e-06,nan,nan
2024-04-08 13:59:00+00:00,-0.0008528785165176265,-0.0005988024131018991,7.815504687798516e-05,1.9773969615703066e-06,0.00022173565017203115,8.54049410631486e-07,4.0240725173494334e-05,4.42589023465868e-05,-4.3512627698084753e-07,5.203476776262279e-06,nan,nan
2024-04-08 14:00:00+00:00,-0.0005886161803946271,-0.00029953572187403047,6.547378426404573e-05,4.8494370357575344e-05,0.00022220204656348572,4.663963914545641e-07,3.468967444710048e-05,4.40557409023675e-05,-2.0316144421930564e-07,3.892803561813955e-06,nan,nan
2024-04-08 14:01:00+00:00,0.0015884692264909654,-0.0014990259140408618,-0.00027412603252628415,0.00012740056555369457,0.00022150059474606193,-7.01451817423785e-07,3.0008854643620923e-05,4.935884467368752e-05,5.303103771320021e-06,3.2934076583861807e-06,P,C
2024-04-08 14:03:00+00:00,-0.0003233724838198669,0.0008996851708978325,9.034758285095644e-06,-7.131513192105254e-05,0.00019039984256877203,-3.1100752177289906e-05,2.850421284748693e-05,4.90960537286406e-05,-2.627909450469171e-07,3.470808723425735e-06,nan,P
2024-04-08 14:06:00+00:00,2.940181997473973e-05,0.0014976788781190375,-9.908976857263398e-06,-3.785746182379531e-05,0.00019012298915274903,-2.768534160229989e-07,2.6698635736357516e-05,4.9588572175625226e-05,4.925184469846243e-07,3.59971586314559e-06,nan,nan
2024-04-08 14:07:00+00:00,0.002466671832715124,0.0005984440633420732,-0.00027341430073301513,-8.173195792929541e-05,0.00019858267119750626,8.459682044757228e-06,2.459691348789273e-05,5.358413067853874e-05,3.995558502913511e-06,4.046677951345771e-06,P,P
2024-04-08 14:09:00+00:00,-0.00041068967106037946,0.0002990877844936338,3.524028344591773e-05,-1.8829401401892697e-05,0.00019826252978240823,-3.2014141509802596e-07,2.2175592799623876e-05,5.2259540535129666e-05,-1.3245901434090715e-06,4.257233499122397e-06,nan,nan
2024-04-08 14:12:00+00:00,0.0007625751946021861,0.002985968178562003,-0.00012528131825433568,-0.00012760282341457672,0.00019968766094696089,1.425131164552656e-06,1.911281710301691e-05,6.056730053587552e-05,8.307760000745856e-06,5.319676185681245e-06,nan,P
2024-04-08 14:13:00+00:00,-0.0007038949140936432,-0.00029819591692560355,0.000122369872395217,-2.0259312454460427e-05,0.000196317516370269,-3.3701445766918896e-06,1.6150063683263337e-05,6.055445856547523e-05,-1.2841970400293901e-08,6.0054436386514855e-06,nan,nan
2024-04-08 14:14:00+00:00,-0.00011736400459446528,-0.0014923148568626845,3.397612758680654e-05,-4.319992651143158e-06,0.00018418138722865426,-1.213612914161474e-05,1.502469295078222e-05,6.01215149841222e-05,-4.3294358135302483e-07,6.406958081759575e-06,nan,nan
2024-04-08 14:15:00+00:00,0.0004107137676182206,0.0,-0.00011618063893886059,-3.927924440416316e-05,0.00018146891523847177,-2.71247199018249e-06,1.4233780205551153e-05,6.01374340549777e-05,1.591907085549826e-08,6.61638135454963e-06,nan,nan
2024-04-08 14:19:00+00:00,0.0014654593906097914,-0.0008964590470369283,-0.000181959982564353,0.00010419956339908148,0.0001837148620682287,2.2459468297569352e-06,1.3265894397438082e-05,6.392126949436254e-05,3.7838354393848346e-06,6.9433782976862e-06,P,C
2024-04-08 14:22:00+00:00,0.0010538025681021074,0.0011951002318757362,-0.00011504134591888586,-0.00010251119212809237,0.00015643649655447959,-2.7278365513749115e-05,1.6788334336824426e-05,6.720843725102529e-05,3.2871677566627524e-06,7.575129001546634e-06,nan,P
2024-04-08 14:25:00+00:00,0.001461774854649122,0.0008953888077690814,-0.0002745550987316538,-5.9776505934067595e-05,0.0001652513824327195,8.814885878239906e-06,1.853366963513759e-05,6.507179797104453e-05,-2.136639279980753e-06,8.025183551251044e-06,P,P
2024-04-08 14:28:00+00:00,-0.00040908161748638195,0.00029828486425476227,6.199864650274401e-05,3.384968094518004e-05,0.00016286098525124438,-2.39039718147511e-06,2.0158376418080847e-05,6.571624991982548e-05,6.444519487809467e-07,8.337993568654454e-06,nan,nan
2024-04-08 14:29:00+00:00,0.00011689753943973035,0.0,-2.3084025721296605e-05,-4.891919459887556e-05,0.00015574552776822931,-7.115457483015069e-06,2.1947688969239365e-05,6.625136935658212e-05,5.35119436756635e-07,8.546140345798526e-06,nan,nan
2024-04-08 14:31:00+00:00,0.0015767807746099672,-0.0011936736720239754,-0.0003433838080696464,6.915589087269248e-05,0.0001647964602193626,9.050932451133291e-06,2.2747837457864775e-05,6.610616489978512e-05,-1.4520445679699868e-07,8.651952850361124e-06,P,C
2024-04-08 14:32:00+00:00,5.835156821493544e-05,0.0002985520249074603,-5.022124780529909e-05,1.5596944674610057e-06,0.00015943565532215652,-5.3608048972060855e-06,2.3463248973317463e-05,6.600859210062143e-05,-9.757279916368725e-08,8.611794927372914e-06,nan,nan
2024-04-08 14:33:00+00:00,0.0005250109497872539,0.0002984629181981627,-8.813177072288245e-05,-3.7953044146689716e-05,0.00014253949263444242,-1.68961626877141e-05,2.4635371787539818e-05,6.568440707638766e-05,-3.2418502423377357e-07,8.411719906175662e-06,nan,nan
2024-04-08 14:34:00+00:00,0.0,0.0,2.0527589818816382e-05,-5.819795078420075e-07,0.00013704671456265944,-5.492778071782982e-06,2.5471264337081718e-05,6.553660399817968e-05,-1.4780307820797542e-07,7.994767303025119e-06,nan,nan
2024-04-08 14:35:00+00:00,0.0,0.000298373864663389,-3.032731420418142e-05,-2.473328152570979e-05,0.00013285598575099464,-4.190728811664799e-06,2.5853455038702165e-05,6.548285089372812e-05,-5.375310445155702e-08,7.35219582208067e-06,nan,nan
2024-04-08 14:36:00+00:00,-5.83209401500152e-05,-0.0005968367828616367,-6.167585550845926e-05,1.1261350216348832e-05,0.00012861103260581967,-4.244953145174965e-06,2.5743508890321047e-05,6.41110671465837e-05,-1.3717837471444248e-06,6.394937531089217e-06,nan,nan
2024-04-08 14:37:00+00:00,5.832094014994809e-05,0.0002984629181981627,-3.302107902321462e-06,-2.6308621317755193e-06,0.00012163023329980607,-6.980799306013607e-06,2.5420667666877288e-05,5.4655262997120885e-05,-9.455804149462815e-06,5.992408580377702e-06,nan,nan
2024-04-08 14:38:00+00:00,0.0005247354579196639,0.000298373864663389,-8.165707375461618e-05,-2.8947673358333494e-05,0.00012018444096454201,-1.4457923352640604e-06,2.689696033301049e-05,5.3489164149807295e-05,-1.1660988473135897e-06,5.59738374026066e-06,nan,nan
2024-04-08 14:39:00+00:00,0.0002914007655320807,0.0005964807811804857,-6.255737327942028e-05,-2.4186256659540885e-05,0.00011925204572336164,-9.323952411803712e-07,2.7921341264803186e-05,5.334681042354416e-05,-1.4235372626313731e-07,5.234761030649075e-06,nan,nan
2024-04-08 14:40:00+00:00,5.826996476302242e-05,0.0011918952543319029,2.1019685520746366e-05,-4.3978530785448395e-05,0.00011177637902660895,-7.475666696752688e-06,2.8423008515377194e-05,5.169397522901635e-05,-1.6528351945278058e-06,5.399489069639766e-06,nan,nan
2024-04-08 14:41:00+00:00,-5.826996476306893e-05,0.0,-1.4276459763118185e-05,-2.452556799328809e-05,0.00011001780424703832,-1.7585747795706246e-06,2.838319153541556e-05,5.171317331036997e-05,1.919808135362089e-08,5.449300827804526e-06,nan,nan
2024-04-08 14:45:00+00:00,-0.00023311381887732908,0.0002977519748066751,-2.517194935533448e-06,-1.4024418466464686e-05,0.00010993665829749785,-8.114594954047275e-08,2.7475738739834042e-05,4.4888418320057665e-05,-6.824754990312308e-06,6.580973004751856e-06,nan,nan
2024-04-08 14:46:00+00:00,0.0004079135279893156,0.0,-6.436386552670518e-05,-2.053885178768171e-05,0.0001012703257485716,-8.66633254892625e-06,2.6743700052839375e-05,4.4890896783768697e-05,2.478463711031527e-09,7.458340301551707e-06,nan,nan
2024-04-08 14:48:00+00:00,-0.0013409126043582244,0.0,0.0001872251656500297,-1.6738715526309025e-05,0.00011440123109077807,1.3130905342206468e-05,2.5537521228182312e-05,4.4852658211422565e-05,-3.823857234613203e-08,8.171281095979472e-06,C,nan
2024-04-08 14:49:00+00:00,0.00034997667179438515,0.0,-2.6674681944717898e-05,-1.3419699312157613e-05,0.0001138835983529258,-5.176327378522748e-07,2.404467840656923e-05,4.4440170798851565e-05,-4.1248741257099967e-07,8.790559782561676e-06,nan,nan
2024-04-08 14:50:00+00:00,-5.83209401500152e-05,0.0005952381128128702,5.2432074378636194e-05,-3.59101992003545e-05,0.00011235946760388286,-1.5241307490429344e-06,2.170710627322784e-05,3.5216082282727056e-05,-9.22408851612451e-06,1.0067149824872202e-05,nan,nan
2024-04-08 14:54:00+00:00,0.00017495261744584578,0.0,-3.17469791647891e-05,1.3577292330159734e-05,0.00011116118221430602,-1.1982853895768365e-06,2.1384590758507936e-05,2.9927820600173597e-05,-5.2882616825534585e-06,1.140463071326999e-05,nan,nan
2024-04-08 14:57:00+00:00,0.0012238120353741098,0.0,-0.00016336540913040523,-1.9230350594044547e-06,0.00010118610737127416,-9.975074843031863e-06,2.0569714475706984e-05,2.7936285258291125e-05,-1.9915353418824725e-06,1.262806882793009e-05,nan,nan
2024-04-08 14:58:00+00:00,-0.0013404437126698164,-0.0002975747678556785,0.00017769285364479956,1.391261641468088e-05,0.00010996205558561677,8.775948214342612e-06,1.8995359351892908e-05,2.6594691483047606e-05,-1.3415937752435186e-06,1.356568384561744e-05,C,nan
2024-04-08 14:59:00+00:00,-0.00034997667179434194,0.0002975747678556322,2.3828915648611996e-05,3.378748690486227e-06,0.00011060280373974679,6.407481541300183e-07,1.7646635156759436e-05,2.525691112364861e-05,-1.3377803593989946e-06,1.4242615454279132e-05,nan,nan
2024-04-08 15:01:00+00:00,0.0019233577253730625,0.0,-0.00024240814819405254,-9.648321578370378e-06,9.685411391923684e-05,-1.374868982050995e-05,1.5284095684917974e-05,1.7356312428570456e-05,-7.900598695078155e-06,1.5309088274022886e-05,P,nan
2024-04-08 15:02:00+00:00,0.0005239107143150862,0.0,-9.90047670261533e-05,2.4341012560037723e-05,9.820642511639975e-05,1.3523111971629111e-06,1.2473769842654025e-05,1.9016627334166435e-05,1.6603149055959785e-06,1.5781097139626685e-05,nan,nan
2024-04-08 15:12:00+00:00,-0.0008150908695332452,0.0008921933677331466,7.320594193346307e-05,-5.0329916873070494e-05,9.932136045940395e-05,1.1149353430041972e-06,1.1160232133572726e-05,2.0088361678222925e-05,1.0717343440564906e-06,1.5823349399478738e-05,nan,nan
2024-04-08 15:13:00+00:00,0.0008732862313792111,0.0,-5.704958224740274e-05,6.540252466941959e-06,9.931824914142352e-05,-3.1113179804341702e-09,1.0016303985568598e-05,2.036787731744375e-05,2.7951563922082415e-07,1.551126523767387e-05,nan,nan
2024-04-08 15:17:00+00:00,-0.0007568039947886521,-0.00029730935256897027,0.00011988809926028549,-6.226906252528601e-06,0.00010408370179404807,4.7654526526245565e-06,8.714752164330979e-06,2.0174886061420755e-05,-1.9299125602299455e-07,1.4852302540991306e-05,nan,nan
2024-04-08 15:19:00+00:00,-0.0002329780428734447,-0.0005948840151640394,-7.618324003096486e-05,9.430975417601388e-06,0.00010449225379632527,4.08552002277194e-07,7.551386207854818e-06,2.0072475022664928e-05,-1.0241103875582749e-07,1.3935761715512469e-05,nan,nan
2024-04-08 15:20:00+00:00,0.0,0.0,5.0564992112261064e-05,2.7855944637110345e-05,0.00010545845598005282,9.662021837275549e-07,6.909398152279674e-06,2.182958476447256e-05,1.7571097418076317e-06,1.3461023402453837e-05,nan,nan
2024-04-08 15:21:00+00:00,0.001222529623956543,0.00029748624345530005,-0.00012453419926747954,-1.9285854126314126e-05,0.00010739285496458989,1.9343989845370716e-06,6.2524126934309516e-06,2.1482285564781462e-05,-3.4729919969109693e-07,1.2868797404232259e-05,nan,nan
2024-04-08 15:23:00+00:00,0.0010466942864077577,-0.0002974862434552333,-0.00022936740575762898,1.1527593362036229e-05,0.00011745515075019616,1.0062295785606267e-05,6.078283686519698e-06,2.1644664269132475e-05,1.6237870435101317e-07,1.2033817207259014e-05,P,nan
2024-04-08 15:24:00+00:00,-5.812094971264206e-05,0.0005948840151640301,2.8360432815610134e-05,-1.4125535323018953e-05,0.00011760566945531162,1.5051870511545743e-07,6.449943818861143e-06,1.994467154183251e-05,-1.6999927272999668e-06,1.114853559760552e-05,nan,nan
2024-04-08 15:31:00+00:00,0.0,-0.001190122127976834,-3.535950764453476e-05,4.922326117766613e-05,0.00011763752062235272,3.1851167041105724e-08,6.835641246583085e-06,2.2900188717325676e-05,2.955517175493167e-06,9.826589364089703e-06,nan,nan
2024-04-08 15:32:00+00:00,0.0008133860546050218,0.0002976633449571494,-0.00017278655232494782,-2.0556683522099456e-05,0.00012222739314661412,4.589872524261398e-06,7.5673023455919455e-06,2.3124408873404126e-05,2.2422015607844982e-07,8.959989757427843e-06,P,nan
2024-04-08 15:33:00+00:00,5.80736955358461e-05,0.0,-7.226938907237699e-05,1.3621917521950412e-05,0.00012235544696688315,1.2805382026902473e-07,8.000950877631858e-06,2.2978814748860523e-05,-1.4559412454360224e-07,7.844536275444709e-06,nan,nan
2024-04-08 15:35:00+00:00,-0.000464684023231401,-0.00029766334495706073,6.515365705487828e-05,-1.1258918970442091e-05,0.00011363708934573427,-8.718357621148874e-06,7.977088911109108e-06,2.2810034087516965e-05,-1.6878066134355828e-07,6.353810244476507e-06,nan,nan
2024-04-08 15:36:00+00:00,-0.00034865477719688123,-0.0008935220251959899,6.196416946621061e-05,1.9534505004981697e-05,0.00011576870842441134,2.1316190786770724e-06,8.045439291017055e-06,2.3014219345392222e-05,2.041852578752568e-07,4.192990124966376e-06,nan,nan
2024-04-08 15:38:00+00:00,0.0009875396544530978,0.0002979293929381556,-0.00011889019382230063,-2.3088011373668246e-06,0.00011548772243903615,-2.8098598537519136e-07,8.136827620028907e-06,2.132851205358146e-05,-1.6857072918107606e-06,3.081119798340872e-06,nan,nan
2024-04-08 15:39:00+00:00,-0.00011613053084696558,0.0005955926322579202,-7.5354375561881e-06,-1.518845978446494e-05,0.00011571775990538112,2.3003746634497077e-07,8.2484976970428e-06,2.1536928837243737e-05,2.0841678366227557e-07,2.5215175955235594e-06,nan,nan
2024-04-08 15:40:00+00:00,0.00029030104421941987,-0.00029775197480681466,-4.6467088904140954e-05,8.204870833232417e-06,0.00011204760867389252,-3.6701512314886057e-06,8.009880766662515e-06,2.1573083592627227e-05,3.615475538348999e-08,2.094815813498235e-06,nan,nan
2024-04-08 15:41:00+00:00,-0.0004064450629330969,-0.0005957700503892294,3.1960777463273474e-05,1.326657065523655e-05,0.00010182448714024805,-1.0223121533644463e-05,8.230608906371892e-06,2.1554676352214863e-05,-1.840724041236413e-08,1.7428649944564582e-06,nan,nan
2024-04-08 15:42:00+00:00,0.00017421096992459894,0.0002979293929381556,-5.739149236717883e-05,1.1542832122605202e-05,0.00010070176882845843,-1.1227183117896273e-06,8.478540437739708e-06,2.1661201476508747e-05,1.0652512429388383e-07,1.4917309004361844e-06,nan,nan
2024-04-08 15:43:00+00:00,-0.0009294760748170121,0.0,0.00010927189539265355,-1.237596399236493e-05,9.503698961055044e-05,-5.66477921790799e-06,8.628243712420566e-06,2.1748851877918974e-05,8.765040141022737e-08,1.1841179142120903e-06,nan,nan
2024-04-08 15:50:00+00:00,0.0003486547771968187,-0.00119225051380636,-6.730456149197496e-05,2.661705791629764e-05,9.404654258256632e-05,-9.90447027984117e-07,8.953469204503139e-06,2.187653992671806e-05,1.2768804879908528e-07,1.0395969320261016e-06,nan,nan
2024-04-08 15:52:00+00:00,0.00011619125092933231,-0.00029828486425483096,-2.2347865599532655e-05,8.459053156246018e-06,9.11100310284993e-05,-2.936511554067024e-06,9.590178058242836e-06,1.8049650675836422e-05,-3.826889250881637e-06,1.2688147389916836e-06,nan,nan
2024-04-08 15:53:00+00:00,-0.00023239600383464736,0.0008945878038083742,5.3290339693824935e-05,-1.6241484755737625e-05,9.277613447035573e-05,1.6661034418564334e-06,1.002754647661121e-05,1.8670455675773548e-05,6.20804999937126e-07,1.3976120957972076e-06,nan,nan
2024-04-08 15:54:00+00:00,0.0005228150806006937,0.0,-5.449559870234966e-05,7.653152659601685e-07,8.636631805417667e-05,-6.409816416179059e-06,1.114409343475867e-05,1.85321364639213e-05,-1.3831921185224763e-07,1.5165396371358676e-06,nan,nan
2024-04-08 15:57:00+00:00,0.0002322745495605057,0.0005959475742527896,-7.30261103096352e-06,-5.515573906425338e-05,8.597730725956669e-05,-3.8901079460998314e-07,1.2128877685636305e-05,2.27606987170534e-05,4.228562253132098e-06,1.5195884440807475e-06,nan,nan
2024-04-08 15:59:00+00:00,-0.001103784932119529,-0.0002979293929380666,9.607066495482604e-05,3.303816113746627e-05,8.879896711355584e-05,2.8216598539891494e-06,1.2761990798565663e-05,2.3106916386924763e-05,3.462176698713646e-07,1.5625684029188709e-06,nan,nan
2024-04-08 16:00:00+00:00,-0.0002906723271343746,0.0,6.915762936200267e-05,2.616860602732792e-06,8.833492053702768e-05,-4.6404657652815776e-07,1.3327781405191706e-05,2.2584806729427204e-05,-5.221096574975593e-07,1.580698309666804e-06,nan,nan
2024-04-08 16:01:00+00:00,0.00034879665508823947,-0.0008943211208683385,-4.143349993235087e-05,2.0408318981623692e-05,7.351018759845338e-05,-1.48247329385743e-05,1.4676390737140036e-05,2.2856062314529733e-05,2.7125558510252866e-07,1.6067025096143025e-06,nan,nan
2024-04-08 16:03:00+00:00,0.0005229669778387917,0.0,-0.00011080711602823354,-4.6115481181276496e-07,7.628045508560879e-05,2.7702674871554067e-06,1.5339027836705912e-05,2.2518802559241337e-05,-3.372597552883952e-07,1.5671527428167395e-06,nan,nan
2024-04-08 16:04:00+00:00,0.0002904190767661575,0.0,-4.1371705959799266e-05,1.1411430824248833e-05,7.637099617895984e-05,9.054109335105461e-08,1.568157803001896e-05,1.9933449119330976e-05,-2.5853534399103614e-06,1.593666863768938e-06,nan,nan
2024-04-08 16:05:00+00:00,0.0004644951601834818,0.0,-1.2932214745239702e-05,2.2785548533538985e-07,6.695800587937097e-05,-9.41299029958887e-06,1.6128640287547637e-05,1.9236316154868598e-05,-6.971329644623777e-07,1.6359233383091952e-06,nan,nan
2024-04-08 16:06:00+00:00,-0.0008711054878789723,0.0,7.569765994806365e-05,-1.5566775195101998e-05,6.77326639804955e-05,7.74658101124529e-07,1.59936318753661e-05,1.9480652739511442e-05,2.443365846428439e-07,1.6470744904362273e-06,nan,nan
2024-04-08 16:07:00+00:00,0.00121933532308691,0.0002981959169254592,-0.00018668294344476467,-1.0214039173654725e-06,7.744385508218638e-05,9.711191101690884e-06,1.556861069057174e-05,1.926446267528933e-05,-2.1619006422211163e-07,1.6601438304497344e-06,P,nan
2024-04-08 16:09:00+00:00,-0.0002321397491709608,-0.00029819591692560355,4.666871440663818e-05,9.825618570254512e-06,7.672769761613219e-05,-7.161574660541912e-07,1.4740200640955042e-05,1.891557018982045e-05,-3.488924854688809e-07,1.6597617884777302e-06,nan,nan
2024-04-08 16:10:00+00:00,8.705872116242216e-05,0.0,-3.8008900690159865e-05,-5.076471827397797e-06,7.298411023830432e-05,-3.743587377827876e-06,1.3777544031509212e-05,1.8954240403350864e-05,3.867021353041414e-08,1.708639112070099e-06,nan,nan
2024-04-08 16:13:00+00:00,-0.00014510207956745935,-0.0008951216471164941,-9.37004941983194e-07,3.781471438847598e-05,7.301359187933856e-05,2.9481641034248183e-08,1.2332051580797476e-05,2.019734011657953e-05,1.243099713228666e-06,1.7020303775778884e-06,nan,nan
2024-04-08 16:15:00+00:00,0.00011608334797418279,-0.00029855202490752325,1.3458982521644922e-05,1.5443912726223503e-05,7.267873642664753e-05,-3.3485545269103885e-07,1.0820422974149922e-05,2.0342606700340133e-05,1.452665837606031e-07,1.6900094130296962e-06,nan,nan
2024-04-08 16:16:00+00:00,0.00023212627773667324,0.0,-7.29177153814763e-05,-5.43897357206962e-06,7.347823240103547e-05,7.994959743879467e-07,1.0044420741654264e-05,2.0337548597712033e-05,-5.058102628100359e-09,1.6761450313853847e-06,nan,nan
2024-04-08 16:18:00+00:00,0.0003480884179718826,0.0,-6.383908577244783e-05,8.984364894270541e-06,7.369929463215324e-05,2.2106223111777081e-07,9.100283781468054e-06,2.029124178936254e-05,-4.630680834949089e-08,1.6562800274766532e-06,nan,nan
2024-04-08 16:19:00+00:00,-0.0005221780745846496,-0.0002986411848387992,6.959806194444093e-05,1.2323076650950226e-05,7.071301974609363e-05,-2.9862748860596085e-06,8.62105780212452e-06,2.004257920398309e-05,-2.4866258537945124e-07,1.6313982809552908e-06,nan,nan
2024-04-08 16:20:00+00:00,0.0005801810327516907,0.0,-8.760455422960218e-05,-1.3185297455012448e-05,7.164553499874758e-05,9.325152526539491e-07,7.988451733435088e-06,1.969865610659012e-05,-3.4392309739297123e-07,1.5998661758783363e-06,nan,nan
2024-04-08 16:22:00+00:00,-0.00034806822488552696,0.0002986411848387711,4.853119029427925e-05,5.196483084964784e-06,7.304585538127914e-05,1.4003203825315602e-06,7.408050610595473e-06,1.965982028836098e-05,-3.8835818229140696e-08,1.5197705542299052e-06,nan,nan
2024-04-08 16:23:00+00:00,-0.0006965001152192431,0.0005970149431056711,0.00011064698233068542,-4.0199683532261465e-05,7.678638060786955e-05,3.7405252265904114e-06,6.402053870975365e-06,2.149318172255498e-05,1.833361434194e-06,1.4843651714775503e-06,nan,nan
2024-04-08 16:25:00+00:00,0.0011605641643852565,-0.0005970149431057393,-0.000180354009863151,2.008411066020414e-05,8.535379271191643e-05,8.56741210404688e-06,6.320305669968157e-06,2.190758029205826e-05,4.1439856950328157e-07,1.4387983270444668e-06,P,nan
2024-04-08 16:27:00+00:00,-0.00034802784574026725,0.0002985520249074603,7.03618174153823e-05,-2.4985078856161305e-06,8.749660690070933e-05,2.142814188792891e-06,6.453297432834527e-06,1.7361533284634167e-05,-4.5460470074240934e-06,1.531229397493189e-06,nan,nan
2024-04-08 16:30:00+00:00,-0.00040618563241598117,-0.00029855202490752325,7.291348736405223e-06,5.730702134382912e-06,8.391273371475075e-05,-3.5838731859585797e-06,6.027793782648857e-06,1.6038702694312715e-05,-1.3228305903214512e-06,1.683882566984182e-06,nan,nan
2024-04-08 16:31:00+00:00,5.803662112422824e-05,0.0002985520249074603,2.563257899340643e-05,-2.1735501502848205e-05,8.212586075900897e-05,-1.7868729557417773e-06,5.489998655400316e-06,1.699183291249007e-05,9.531302181773555e-07,1.7060454059324119e-06,nan,nan
2024-04-08 16:32:00+00:00,0.0006961768570322125,-0.00029855202490752325,-9.408772654396421e-05,2.039556973415909e-07,8.372972706208871e-05,1.6038663030797459e-06,5.754669203289084e-06,1.643848828411021e-05,-5.533446283798595e-07,1.6997765229261608e-06,nan,nan
2024-04-08 16:34:00+00:00,0.00034790676449727905,0.0,-0.0001006732038622401,3.4688731758583393e-06,8.318708180695355e-05,-5.42645255135167e-07,5.968755813379326e-06,1.6442293985959474e-05,3.805701849262446e-09,1.6660965513845529e-06,nan,nan
2024-04-08 16:37:00+00:00,0.00011594202911530368,0.0,-8.238751349421785e-06,3.062682209045445e-06,8.308099517420479e-05,-1.0608663274876053e-07,6.149673971990291e-06,1.6277214068108956e-05,-1.6507991785051786e-07,1.7729347276509885e-06,nan,nan
2024-04-08 16:38:00+00:00,-0.0006958538987655671,0.0,0.0001207938498802738,-7.5929669022401105e-06,8.877422769793465e-05,5.693232523729859e-06,6.248035960524453e-06,1.6387331556453466e-05,1.1011748834451025e-07,1.8624835335410298e-06,nan,nan
2024-04-08 16:40:00+00:00,0.0006958538987656739,0.0,-0.0001264896607190327,-1.9734179713462256e-05,8.974089888085337e-05,9.666711829187227e-07,6.304524198752868e-06,1.662700193914414e-05,2.3967038269067314e-07,1.918178009262592e-06,nan,nan
2024-04-08 16:41:00+00:00,0.0,0.0,5.9705752105741915e-06,1.8925514905473303e-05,8.109553503639078e-05,-8.645363844462584e-06,6.3105418595749095e-06,1.713513403643395e-05,5.081320972898116e-07,1.9431632308969665e-06,nan,nan
2024-04-08 16:42:00+00:00,-0.00034786642280300686,0.0,5.270820874713241e-05,-1.214020703215462e-05,8.133915826684871e-05,2.436232304579275e-07,6.301098273740259e-06,1.726206422715138e-05,1.2693019071742932e-07,1.9630734344775795e-06,nan,nan
2024-04-08 16:43:00+00:00,0.00017394833778247592,-0.0002986411848387992,-3.566730811307211e-05,2.0862562501533224e-05,8.130204539738147e-05,-3.7112869467244573e-08,6.127875714668659e-06,1.781188197006613e-05,5.498177429147486e-07,1.9656046844047555e-06,nan,nan
